Ca,x
1.95129650836563,0.912830760114729
1.95129664787912,0.912821372317024
1.95129690275842,0.912804205056999
1.95129736938853,0.912772698574279
1.9512982238707,0.912714731981697
1.95129933534045,0.91263879858971
1.95130108038695,0.912518542506039
1.95130379190777,0.912328900052953
1.95130793106184,0.912032589022548
1.95131363013785,0.911610987070914
1.95132166279145,0.91098937119704
1.95133252943354,0.910093311863877
1.95134650628044,0.908837574500503
1.95136667400933,0.906786495809739
1.9513896832803,0.903992116609263
1.95141318241281,0.900368380874095
1.95143394951839,0.8958792010472
1.95145130772677,0.888110142332061
1.95144498603113,0.878822414745342
1.95140520314744,0.86825905108031
1.95132369535058,0.8566864058678
1.95115850374213,0.841568736852587
1.95091299979321,0.825688909959649
1.95058125669549,0.80933150010957
1.95015946553827,0.792701690560884
1.94964800391791,0.776020181750551
1.94904387186427,0.759302975122665
1.94834651647974,0.742611716166134
1.94755584501617,0.725984793883052
1.94700483802566,0.715460221223823
1.94641629885982,0.704974664678555
1.94579034036786,0.694530596720782
1.94512709069774,0.684129618342071
1.94429994171303,0.671959589259706
1.94342169488357,0.659851352041657
1.94249259908044,0.647805404837678
1.94151291040989,0.635822056713995
1.93986978563352,0.617096162386222
1.9381031231142,0.598528009269439
1.93621400197029,0.580121231637357
1.9342035455003,0.561881471428311
1.93094822881614,0.534735710772021
1.92742456237605,0.508023808643707
1.92363738388703,0.481792564928933
1.91959211129662,0.456097625178654
1.9132384433566,0.419693104236378
1.90636996958486,0.384771654642016
1.89901188060767,0.351539061487825
1.89119268419531,0.320183136988263
1.87954211690425,0.279759772436503
1.86714503060488,0.243579013442694
1.85409962259195,0.211725157488871
1.84050473413017,0.184100237905348
1.82446877201521,0.157466299346781
1.80797492136783,0.135487691633161
1.79114003343094,0.117574491379186
1.77406537076167,0.103122036871389
1.75012526795548,0.0877296409313485
1.72606772861655,0.0765659177431014
1.70202953600555,0.0685440298428227
1.67811050570324,0.0628237872126791
1.64707660972686,0.0577787691380842
1.61647361159226,0.0546123099152773
1.58636751862222,0.0526553047417273
1.5567962336385,0.0514763213492881
1.49674222313892,0.0504221845417212
1.43915085869801,0.05031499309763
1.3839839383768,0.050581833223034
1.33116529792198,0.0510146827750213
1.14361951580632,0.0533364383465906
0.986262275642444,0.0562862243376251
0.85462561845533,0.0599210778310221
0.744988908668696,0.064461670625534
0.675744656567745,0.0685824961506248
0.615969603495073,0.0734975447288879
0.564785102265823,0.0793940278565612
0.521475070094985,0.0865136909467592
0.495169014350399,0.0924901338433008
0.472407151818321,0.0993881995173383
0.453084633234033,0.107389704548057
0.43714489448195,0.116719281038736
0.42757413078085,0.124595530483442
0.419850994277364,0.13348544430085
0.414016674208472,0.143564319293117
0.41013742251701,0.155048016629231
0.408526447707069,0.165185673062046
0.408231335877831,0.176511993593795
0.40933081843743,0.189231021372714
0.411924885437903,0.203597942888703
0.415469219850714,0.217598340564022
0.420326396523611,0.233338157844328
0.426621934350594,0.251152061142797
0.434510938743959,0.271457078478811
0.440799109653403,0.286749479311145
0.44796023143038,0.30357734135335
0.456072571288871,0.32213841567638
0.465224214875445,0.342637556618564
0.470514681666482,0.354324482271048
0.476137962710772,0.366633408580282
0.48210975038907,0.37958452572474
0.488445917785764,0.393191124542693
0.491327741479081,0.399332712368482
0.494283186067306,0.4055996076596
0.497313515695276,0.411991004743926
0.500419963313433,0.418505584581717
0.503270949229285,0.424449861754255
0.506184917512732,0.430489919526334
0.509162661048671,0.436623601719477
0.512204931725263,0.44284833166948
0.515340600602083,0.44921809892367
0.51854334906701,0.455673931844653
0.521813788348944,0.462211801830391
0.525152464050522,0.4688272042491
0.53264650690351,0.483448524057189
0.54046859837503,0.498353215358393
0.548620316006749,0.513473130016947
0.557101053562064,0.528731971127324
0.571636090764099,0.553711169378175
0.587011486295918,0.578464374505619
0.603183642506859,0.602626556052015
0.620093998498338,0.625870688566234
0.63981863817523,0.650484732417506
0.660267925860208,0.673358290551513
0.681324145529774,0.694351665898876
0.702869209054423,0.713430050485089
0.73067367329418,0.734918687247728
0.758868043041771,0.753634479340619
0.787266267592471,0.769863639443629
0.815709385887656,0.783916845941034
0.859448167819564,0.802042344863056
0.902604312171629,0.816659884949336
0.944904751613781,0.828558180707622
0.986160121471942,0.838346933501145
1.03228143613601,0.847622175485729
1.07672805491662,0.855235453010843
1.11943646935857,0.861573820549887
1.16038334055216,0.86691569840664
1.2141606973,0.873042143506357
1.26464479137849,0.878042254762559
1.31194588567515,0.882190568507812
1.35619939610569,0.885676677710152
1.41736390899558,0.889971216593706
1.47249468052179,0.893403446032835
1.52211306048165,0.896196659767432
1.56672026114138,0.898499022675713
1.62250169248889,0.901139396869169
1.67031539416444,0.903214886073026
1.71125864362722,0.904872647618228
1.74629261477634,0.906210111828142
1.78721635299688,0.907688864483528
1.82001226153993,0.908811956009846
1.84627935962702,0.90967602781052
1.86730883951769,0.910344975526946
1.89028699263501,0.911055901289204
1.90698357216159,0.911558436221322
1.91911565723438,0.911917300614207
1.92793181374401,0.912173991738977
1.9362782118642,0.912415112092837
1.94163890046625,0.912568242436195
1.94508649255011,0.91266639419586
1.94730630442125,0.912729119177233
1.95129634321736,0.912841854794154
