Ca,x
1.42649104822929,0.927889802796419
1.42649126214175,0.927878639114368
1.42649162260278,0.927859808226209
1.42649223032595,0.92782799882588
1.42649325390103,0.927774245178279
1.42649461071587,0.927702644434857
1.42649667650913,0.927592959293967
1.42649979581086,0.927425679765582
1.42650444229808,0.927172685465908
1.42651022274045,0.926851569110268
1.42651811837337,0.92640143705077
1.42652862678821,0.92578074621896
1.42654216921105,0.924942426453913
1.42655901740429,0.923834842782998
1.42657905660158,0.922413081808901
1.42660177469138,0.920641377987755
1.42662623470851,0.918498432588202
1.42665531096635,0.915512497048112
1.42668240496845,0.912037113981967
1.42670480164387,0.908121059320261
1.42671985080671,0.903829824657826
1.42672382561162,0.897124300537246
1.42670169605488,0.890001647468198
1.42664922206257,0.882644854651779
1.42656362489616,0.875198946384074
1.42641073383091,0.866075460743939
1.42620430200028,0.857106037474173
1.42594446046977,0.84836753257947
1.42563216107355,0.83989836533134
1.42494311577444,0.825379716402164
1.42409865872691,0.811752452470167
1.42310857601459,0.798947145504735
1.42198215142677,0.786878737468894
1.42024688223308,0.771510326182092
1.41829407105514,0.757188722410911
1.41614040190797,0.743774028213037
1.4138006013992,0.731151378691281
1.41153044148066,0.720317247472365
1.40912693868285,0.709996018295978
1.40659805183898,0.700136314713824
1.40395103460688,0.690693605372453
1.40202783570904,0.684299346795258
1.40005193680862,0.678079083222794
1.39802534153169,0.672021901202985
1.39594994146809,0.666117804202926
1.39432311608209,0.66167918885287
1.39266930264354,0.657321679096654
1.39098924240974,0.653041651312464
1.38928364698062,0.648835701620801
1.3875605918897,0.644718026507478
1.3858135442756,0.64066765758605
1.38404312838607,0.636681793775916
1.38224994514687,0.632757794300767
1.37975301900242,0.627468771924323
1.37721573197548,0.622285578434713
1.37463944754477,0.617202645568666
1.37202546471103,0.61221481529589
1.36711895979653,0.603265715514787
1.36209610282671,0.594596064055421
1.35696357178801,0.586182344426197
1.35172753938414,0.578003950875077
1.34208232429016,0.563851312950075
1.33215156934108,0.550313165632829
1.32196201908746,0.537320009169894
1.31153767955026,0.524817107278847
1.29617765238237,0.507612791693397
1.28043543421542,0.491246744087323
1.26436456622387,0.475663951197589
1.24801508008777,0.460838672573359
1.22430563898395,0.441004988621546
1.20026464205964,0.422785756816784
1.17603367230404,0.406320700195383
1.15176218074675,0.391803508284519
1.13308385429835,0.382069173813148
1.11455648347111,0.373757299326767
1.09626483843482,0.366997431859481
1.07829923978624,0.36192909476555
1.06305822055716,0.359021592643721
1.04820142572615,0.357612725414678
1.03379996072316,0.357831433619217
1.01993009223453,0.359829810900046
1.00859485642176,0.363072593193783
0.997760520323082,0.36787588406722
0.987487500977761,0.37440293381244
0.977842235790799,0.382847508055439
0.970665164410058,0.391085989264608
0.963972497794242,0.40081111498914
0.957808477928409,0.412163270504597
0.952220983453915,0.425288816443805
0.948253880911232,0.436988081613377
0.944703975289414,0.449944018817434
0.941598552540392,0.46420582235127
0.938965056169616,0.47980051102929
0.937628095471047,0.4897530135412
0.936474680328423,0.500172288160808
0.935509966934466,0.511043800406178
0.934738684234242,0.522345891907661
0.93439507158481,0.528806130918193
0.934113207878341,0.535384439311774
0.933893657114559,0.542073903336886
0.933736906411379,0.54886682669239
0.933644780688184,0.555597337199868
0.933613316809339,0.562409988871738
0.933642723220384,0.569295552620771
0.933733117546932,0.57624420172642
0.933929823150396,0.584928636905251
0.934220082165573,0.593673275244173
0.934603488931192,0.602456503949815
0.935079394733083,0.611256079101457
0.935915136722084,0.623773299028367
0.936933248839304,0.636212468174316
0.93812934100672,0.648509915911478
0.93949812416395,0.660605170161938
0.941757837870168,0.677540487771713
0.944341466049644,0.693799058263982
0.947226012660836,0.709267649765331
0.950386935401783,0.723865505531234
0.954884445928938,0.741524426702333
0.959752820255373,0.757584851157128
0.964937635941871,0.772075910119787
0.970387756668783,0.785075016038911
0.977818333739685,0.799969577569333
0.985529203221977,0.812786842874413
0.993442315717279,0.823807317854433
1.00149242736299,0.833295965348055
1.01224177968037,0.843876819131142
1.02303939519266,0.852659058829107
1.03381049281037,0.860013410471616
1.04449873613791,0.866230827057963
1.05743089986482,0.872632398224428
1.07012003082741,0.877979393616844
1.08252730891011,0.882506491090543
1.09462671242739,0.886386033856378
1.11022945346961,0.890764565071166
1.12523592180726,0.894442826715642
1.13963813512483,0.897578654601717
1.15343778043063,0.900284405961984
1.17259134560046,0.90364135774304
1.19051079154862,0.906436070525963
1.20724858692597,0.90879814324083
1.22286330012958,0.910817869614059
1.24464071582213,0.913383905396119
1.26416837854828,0.91547245665309
1.28165572430474,0.917198258280349
1.29730032150709,0.918639560481647
1.3161328626101,0.920262151596995
1.33225684667075,0.921562887070109
1.34604997188189,0.922618137880278
1.35784150474657,0.923480784590033
1.37124968444547,0.924421981430921
1.38205138950895,0.925150496142444
1.39074894594001,0.925719619321036
1.39774974061134,0.926166273512389
1.40520690464559,0.926632218136388
1.41073098233273,0.926970365959249
1.41482289681955,0.92721751629803
1.41785405571215,0.927398408747177
1.42069645172644,0.927566937778403
1.4226024867101,0.927678981107641
1.42388167899277,0.927753935785626
1.42474082915814,0.927804000480891
1.42649074085294,0.927905820845765
